familia	family	noun	feminine	familias		Mi familia es muy grande.	My family is very big.
realidad	reality, actuality	noun	feminine	realidades		La realidad es que la vida es difícil.	The reality is that life is difficult.
entender	to understand	verb			entiendo, entiendes, entiende, entendemos, entendéis, entienden	Entiendo la importancia de esto.	I understand the importance of this.
pedir	to ask for, request	verb			pido, pides, pide, pedimos, pedís, piden	Él siempre pide ayuda cuando necesita.	He always asks for help when he needs it.
recibir	to receive	verb			recibo, recibes, recibe, recibimos, recibís, reciben	Recibí un regalo de mi madre.	I received a gift from my mother.
obra	work, book, deed	noun	feminine	obras		La obra de teatro fue muy divertida.	The play was very funny.
importante	important	adjective				Es importante que estudies.	It is important that you study.
medio	half, middle	adjective				El medio ambiente es importante para la vida.	The environment is important for life.
verdad	truth	adjective				Es la verdad.	It is the truth.
mes	month	noun	masculine	meses		El mes de enero es el primero del año.	January is the first month of the year.
todavía	still, yet	adverb				Todavía no hemos llegado.	We haven't arrived yet.
razón	reason; tener razón: to be right	noun	feminine	razones		La razón es importante para tomar decisiones.	Reason is important to make decisions.
cuanto	en cuanto a: in terms of, regarding	adjective				¿Cuánto cuesta este libro?	How much does this book cost?
bajo	under, underneath	adjective				El agua está baja.	The water is low.
recordar	to remember, remind	verb			recordo, recordas, recorda, recordamos, recordáis, recuerdan	Recuerda que debes estudiar.	Remember to study.
grupo	group	noun	masculine	grupos		Los estudiantes forman un grupo para trabajar juntos.	The students form a group to work together.
mil	thousand	adjective				Tengo mil cosas que hacer.	I have a thousand things to do.
humano	human	adjective				Los humanos tienen muchas cualidades.	Humans have many qualities.
terminar	to finish, end	verb			termino, terminas, termina, terminamos, termináis, terminan	Terminamos la tarea a tiempo.	We finished the task on time.
permitir	to allow, permit	verb			permite, permites, permite, permitimos, permitís, permiten	Mi madre me permite salir con mis amigos.	My mother allows me to go out with my friends.
aparecer	to appear	verb			aparezco, apareces, aparece, aparecemos, aparecéis, aparecen	El sol aparece cada mañana.	The sun appears every morning.
conseguir	to get, acquire, obtain	verb			conseguiré, conseguirás, conseguirá, conseguiremos, conseguiréis, conseguirán	Intentaré conseguir una buena nota.	I will try to get a good grade.
comenzar	to begin, start	verb			comienzo, comienzas, comienza, comenzamos, comenzáis, comienzan	Comenzamos a leer el libro.	We started to read the book.
varios	several, various	adjective				Tengo varios libros.	I have several books.
posible	possible	adjective				Es posible que venga mañana.	It is possible that he will come tomorrow.
servir	to serve	verb			sirvo, sirves, sirve, servimos, servís, sirven	Mis amigos me ayudan a servir la comida.	My friends help me to serve the food.
general	general	adjective				El general es muy respetado.	The general is very respected.
sacar	to take out	verb			saco, sacas, saca, sacamos, sacáis, sacan	Sacamos la basura todos los días.	We take out the trash every day.
necesitar	to need	verb			necesito, necesitas, necesita, necesitamos, necesitáis, necesitan	Necesito un abrigo para el invierno.	I need a coat for the winter.
relación	relationship, relation	noun	feminine	relaciones		La relación entre ellos es muy buena.	The relationship between them is very good.
cinco	five	numeral				Tengo cinco libros.	I have five books.
cuerpo	body	noun	masculine	cuerpos		El cuerpo humano es una maravilla de la naturaleza.	The human body is a marvel of nature.
nadie	nobody, anybody	pronoun				Nadie puede ayudarme.	Nobody can help me.
mantener	to keep, maintain	verb			mantengo, mantienes, mantiene, mantenemos, mantenéis, mantienen	Mantener es importante para una buena relación.	Maintaining is important for a good relationship.
hecho	fact, happening	adjective				El hecho es que no puedo ir.	The fact is that I can't go.
ante	before, in the presence of	preposition				Ante todo, debemos ser responsables.	First of all, we must be responsible.
principio	beginning, principle	noun	masculine	principios		El principio de la clase fue interesante.	The beginning of the class was interesting.
resultar	to result, turn out	verb			resulto, resultas, resulta, resultamos, resultáis, resultan	El resultado de la prueba fue satisfactorio.	The result of the test was satisfactory.
igual	equal, same (as)	adjective				Los dos son iguales.	The two are equal.
señor	sir, Mr., lord	noun	masculine	señores		El señor es un hombre respetable.	The Mr. is a respectable man.
pueblo	people, village	noun	masculine	pueblos		El pueblo es muy bonito.	The town is very beautiful.
tarde	afternoon, evening	adverb				Voy a llegar tarde.	I'm going to arrive late.
segundo	second	adjective				Este segundo es muy importante.	This second is very important.
leer	to read	verb			yo leo, tú lees, él/ella/usted lee, nosotros/as leemos, vosotros/as leéis, ellos/ellas/ustedes leen	Ella lee un libro.	She reads a book.
caer	to fall	verb			caigo, caes, cae, caemos, caéis, caen	El niño cae al suelo.	The child falls to the ground.
cambiar	to change	verb			cambio, cambias, cambia, cambiamos, cambiáis, cambian	Voy a cambiar mi ropa.	I'm going to change my clothes.
ojo	eye	noun	masculine	ojos		El ojo es un órgano importante.	The eye is an important organ.
calle	street	noun	feminine	calles		La calle está llena de gente.	The street is full of people.
presentar	to introduce, present	verb			presento, presentas, presenta, presentamos, presentáis, presentan	Vamos a presentar nuestras ideas.	We are going to present our ideas.
blanco	white	adjective	masculine	blancos		El vestido es blanco.	The dress is white.
crear	to create	verb			creo, creas, crea, creamos, creáis, crean	Los niños crean una historia.	The children create a story.
abrir	to open	verb			abre, abres, abre, abrimos, abrís, abren	Abrimos la puerta para salir.	We open the door to go out.
libro	book	noun	masculine	libros		El libro está en la mesa.	The book is on the table.
distinto	distinct, different	adjective				Mis hermanos son muy distintos entre sí.	My brothers are very different from each other.
fuerza	strength, force, power	noun	femenino	fuerzas		La fuerza de la naturaleza es impresionante.	The power of nature is impressive.
luz	light	noun	femenine	luces		La luz ilumina la habitación.	The light illuminates the room.
según	according to	adverb				Según él, está lloviendo.	According to him, it is raining.
santo	saint (m)	adjective				Los santos son venerados por los creyentes.	The saints are venerated by believers.
claro	clear	adjective				Es claro que no podemos hacerlo.	It is clear that we cannot do it.
frente	al frente: facing; frente a: across from	noun	masculine	frentes		El frente de la casa estaba muy limpio.	The front of the house was very clean.
considerar	to consider	verb			considero, consideras, considera, consideramos, consideráis, consideran	Consideramos la posibilidad de cambiar el plan.	We consider the possibility of changing the plan.
amigo	friend	noun	masculine	amigos		Mi amigo y yo salimos a caminar.	My friend and I went for a walk.
oír	to hear	verb			oigo, oyes, oye, oímos, oís, oyen	Oigo la música desde mi ventana.	I hear the music from my window.
cuyo	whose	adjective				Este libro es cuyo.	This book is whose.
sentido	sense, feeling	adjective				Todo tiene un sentido.	Everything has a meaning.
acabar	finish	verb			acabo, acabas, acaba, acabamos, acabáis, acaban	Vamos a acabar la tarea.	We are going to finish the task.
paso	step, pace	verb			yo paso, tú pasas, él/ella/usted pasa, nosotros/as pasamos, vosotros/as pasáis, ellos/ellas/ustedes pasan	Yo paso por la calle todos los días.	I pass through the street every day.
situación	situation	noun	feminine	situaciones		La situación es complicada.	The situation is complicated.
usted	you (subj/-fam)	pronoun			usted/ustedes/usted/ustedes/ustedes/ustedes	Usted es una persona muy amable.	You are a very kind person.
bastante	rather, fairly, quite a bit (adv)	adjective				Tengo bastante dinero.	I have enough money.
convertir	to convert, change, become	verb			convierto, conviertes, convierte, convertimos, convertís, convierten	Ella siempre trata de convertir sus ideas en acciones.	She always tries to turn her ideas into actions.
gracia	thank you; grace, favor	noun	femenine	gracias		La gracia de la situación me hizo reír.	The humor of the situation made me laugh.
