mal	badly	adjective				El día está muy mal.	The day is very bad.
orden	order; sequence (m), religious (f)	noun	feminine	ordenes		La orden es clara.	The order is clear.
don	courtesy title (m), Mr., gift	noun	masculine	dones		El don de la amistad es un regalo precioso.	The gift of friendship is a precious gift.
semana	week	noun	feminine	semanas		Cada semana trabajo en el jardín.	I work in the garden every week.
suponer	to suppose, assume	verb			supongo, supones, supone, suponemos, suponéis, suponen	Supongo que está bien.	I suppose it's okay.
comprender	to understand	verb			comprendo, comprendes, comprende, comprendemos, comprendéis, comprenden	Yo comprendo la situación.	I understand the situation.
final	al final: finally, in the end	adjective				El partido final fue muy emocionante.	The final match was very exciting.
interés	interest	noun	masculine	intereses		El interés de los estudiantes por la historia es muy grande.	The students' interest in history is very big.
siguiente	following, next	adjective				El siguiente paso es importante.	The next step is important.
vista	view, sight	verb			veo, ves, ve, vemos, veis, ven	Tengo una hermosa vista desde mi ventana.	I have a beautiful view from my window.
lograr	to achieve, get, manage	verb			logro, logras, logra, logramos, lográis, logran	Lograré lograr mis objetivos.	I will achieve my goals.
demás	the rest, others	adjective				Los demás están de acuerdo.	The others are in agreement.
acuerdo	accord; de acuerdo: in agreement	noun	masculine	acuerdos		Los vecinos acordaron una solución.	The neighbors agreed on a solution.
difícil	difficult, hard	adjective				Es difícil entender el tema.	It is difficult to understand the topic.
número	number	noun	masculine	números		Los números son importantes para contar.	Numbers are important for counting.
explicar	to explain	verb			explico, explicas, explica, explicamos, explicáis, explican	Él explica la lección a sus alumnos.	He explains the lesson to his students.
negro	black	adjective				El caballo negro corre rápido.	The black horse runs fast.
fondo	bottom, end	noun	masculine	fondos		El fondo de la piscina es azul.	The bottom of the pool is blue.
camino	road, route, path	noun	masculine	caminos		El camino es largo.	The road is long.
voz	voice	noun	feminine	voces		La voz de mi madre es suave.	My mother's voice is soft.
estudio	study, learning	noun	masculine	estudios		El estudio de la historia es interesante.	Studying history is interesting.
necesario	necessary	adjective				Es necesario que vengas.	It is necessary that you come.
preguntar	to ask (a question)	verb			pregunto, preguntas, pregunta, preguntamos, preguntáis, preguntan	¿Por qué preguntas?	Why are you asking?
allá	there, over there	adverb				Voy allá.	I'm going there.
tocar	to touch, play (instrument)	verb			toco, tocas, toca, tocamos, tocáis, tocan	Ella toca el piano.	She plays the piano.
valor	value, worth	noun	masculine	valores		El valor es importante para la vida.	Value is important for life.
reconocer	to recognize, admit	verb			reconozco, reconoces, reconoce, reconocemos, reconocéis, reconocen	Reconozco tu esfuerzo.	I recognize your effort.
estudiar	to study	verb			yo estudio, tú estudias, él/ella/usted estudia, nosotros/as estudiamos, vosotros/as estudiais, ellos/ellas/ustedes estudian	Ella estudia todos los días.	She studies every day.
alcanzar	to reach, catch up with	verb			yo alcanzo, tú alcanzas, él/ella/usted alcanza, nosotros/as alcanzamos, vosotros/as alcanzáis, ellos/ellas/ustedes alcanzan	Ella alcanzó la meta.	She reached the goal.
nacer	to be born	verb			nazco, naces, nace, nacemos, nacéis, nacen	Mi hermano nació el año pasado.	My brother was born last year.
dirigir	to direct, manage	verb			dirijo, diriges, dirige, dirigimos, dirigís, dirigen	Los estudiantes dirigen la clase.	The students are leading the class.
correr	to run	verb			corro, corres, corre, corremos, corréis, corren	Los niños corren por el parque.	The children are running in the park.
medida	measure; a medida que: to the extent	noun	feminine	medidas		Tomamos medidas para mejorar la situación.	We take measures to improve the situation.
menor	younger, youngest	adjective				El niño es menor que su hermano mayor.	The child is younger than his older brother.
demasiado	too much, too many	adverb				Él come demasiado.	He eats too much.
solamente	only	adverb				Solo comemos solamente fruta.	We only eat fruit.
bueno	well...	adjective				Es bueno para la salud.	It is good for health.
utilizar	to use, utilize	verb			utilizar-o, utilizas-as, utiliza-a, utilizamos, utilizáis, utilizan	Utilizamos la computadora para trabajar.	We use the computer to work.
centro	center, middle, downtown	noun	masculine	centros		El centro de la ciudad es muy bonito.	The center of the city is very beautiful.
necesidad	necessity, need	noun	feminine	necesidades		Tengo muchas necesidades.	I have many needs.
condición	condition	noun	feminine	condiciones		La condición para entrar es tener una invitación.	The condition to enter is to have an invitation.
pagar	to pay	verb			pago, pagas, paga, pagamos, pagáis, pagan	Yo pago la cuenta.	I pay the bill.
ello	it (subj-n)	pronoun				Ello es importante.	It is important.
falta	lack, shortage	verb			yo faltó, tú faltaste, él/ella faltó, nosotros faltamos, vosotros faltasteis, ellos/ellas faltaron	No hay falta de motivación.	There is no lack of motivation.
ayudar	to help	verb			ayudo, ayudas, ayuda, ayudamos, ayudáis, ayudan	Yo ayudo a mi hermano con sus tareas.	My brother and I help each other with our homework.
diez	ten	numeral				Tengo diez libros.	I have ten books.
través	a través: across, over, through	adverb				Voy a través del bosque.	I'm going through the forest.
antiguo	old, ancient, former	adjective				Mi abuelo es muy antiguo.	My grandfather is very old.
