mañana	morning, tomorrow	adverb				Voy a la playa mañana.	I'm going to the beach tomorrow.
mover	to move, incite	verb			muevo, mueves, mueve, movemos, movéis, mueven	Muevo la silla para limpiar el suelo.	I move the chair to clean the floor.
continuar	to continue	verb			continúo, continúas, continúa, continuamos, continuáis, continúan	Continuaré mi camino.	I will continue my journey.
cantidad	quantity, amount	noun	feminine	cantidades		La cantidad de personas en la fiesta fue impresionante.	The amount of people at the party was impressive.
acción	action, act, deed	noun	feminine	acciones		La acción fue muy valiente.	The action was very brave.
suceder	to happen	verb			sucede, sucedes, sucede, sucedemos, sucedéis, suceden	Todo lo que sucede tiene una explicación.	Everything that happens has an explanation.
fijar	to set, fix, [se] notice	verb			fijo, fijas, fija, fijamos, fijáis, fijan	Ella fija la hora de la reunión.	She sets the time of the meeting.
sociedad	society	noun	feminine	sociedades		La sociedad es una institución importante.	Society is an important institution.
referir	to refer (to)	verb			refiero, refieres, refiere, referimos, referís, refieren	Me refiero a la situación.	I refer to the situation.
acercar	to come near	verb			acercaré, acercarás, acercará, acercaremos, acercaréis, acercarán	Vamos a acercar la mesa a la pared.	We are going to move the table closer to the wall.
capaz	capable, able	adjective				Es capaz de hacerlo.	He is capable of doing it.
bajo	short, low	adjective				El agua está baja.	The water is low.
libre	free, vacant	adjective				El libro es libre.	The book is free.
natural	natural	adjective				Es una persona natural.	She is a natural person.
dedicar	to dedicate, devote	verb			dedico, dedicas, dedica, dedicamos, dedicáis, dedican	Ella dedica mucho tiempo a la lectura.	She dedicates a lot of time to reading.
realmente	really, actually, in fact	adverb				Realmente me gusta el helado.	Really, I like ice cream.
peso	peso (money), weight, load	noun	masculine	pesos		El peso es una moneda mexicana.	The peso is a Mexican coin.
efecto	effect	noun	masculine	efectos		El efecto de la medicina fue inmediato.	The effect of the medicine was immediate.
objeto	object, thing	noun	masculine	objetos		El objeto es muy bonito.	The object is very pretty.
verdadero	true, real	adjective				Es una verdadero milagro.	It is a true miracle.
dónde	where?	adverb				¿Dónde estás?	Where are you?
aprender	to learn	verb			yo aprendo, tú aprendes, él/ella/usted aprende, nosotros/as aprendemos, vosotros/as aprendéis, ellos/ellas/ustedes aprenden	Yo quiero aprender español.	I want to learn Spanish.
amor	love	noun	masculine	amores		El amor es una emoción maravillosa.	Love is a wonderful emotion.
muerte	death	noun	feminine	muertes		La muerte es inevitable.	Death is inevitable.
partido	party, group, (sports) match	noun	masculine	partidos		El partido de fútbol fue muy emocionante.	The soccer game was very exciting.
económico	economic	adjective				El producto es económico.	The product is economical.
derecho	right, justice, law	adjective				El derecho es importante para la sociedad.	The right is important for society.
poder	power	verb			puedo, puedes, puede, podemos, podéis, pueden	Puedo poder hacerlo.	I can be able to do it.
importancia	importance	noun	feminine	importancias		La importancia de la educación es innegable.	The importance of education is undeniable.
sistema	system	noun	masculine	sistemas		El sistema de transporte es muy eficiente.	The transportation system is very efficient.
viaje	travel, trip	noun	masculine	viajes		El viaje fue muy divertido.	The trip was very fun.
suelo	ground, floor	noun	masculine	sueldos		El suelo está muy sucio.	The floor is very dirty.
respecto	respect, con respecto a: with regards to	noun	masculine	respectos		Respeto a todos los que me rodean.	I respect all those around me.
conocimiento	knowledge	noun	masculine	conocimientos		Tengo mucho conocimiento sobre la historia.	I have a lot of knowledge about history.
libertad	freedom, liberty	noun	feminine	libertades		La libertad es un derecho fundamental.	Freedom is a fundamental right.
encima	above, on top, in addition	adverb				Él siempre está encima de mí.	He is always on top of me.
comprar	to buy	verb			compro, compras, compra, compramos, compráis, compran	Voy a comprar una camisa.	I'm going to buy a shirt.
común	common	adjective				Los vecinos tienen muchas cosas en común.	The neighbors have many things in common.
abierto	open, unlocked	adjective				La puerta está abierta.	The door is open.
próximo	next	adjective				El próximo mes será muy divertido.	The next month will be very fun.
atención	attention	noun	feminine	atenciónes		La atención al cliente es muy importante.	Customer service is very important.
joven	young	adjective				Los jóvenes estudian mucho.	The young people study a lot.
subir	to go up	verb			subo, subes, sube, subimos, subís, suben	Subimos la montaña para ver el paisaje.	We climbed the mountain to see the landscape.
esfuerzo	effort, endeavor	noun	masculine	esfuerzos		El esfuerzo es necesario para lograr el éxito.	The effort is necessary to achieve success.
pasado	past, last	adjective				El pasado fue mejor.	The past was better.
evitar	to avoid, prevent	verb			evito, evitas, evita, evitamos, evitáis, evitan	Intento evitar los conflictos.	I try to avoid conflicts.
resto	rest, remainder, leftover	noun	masculine	restos		El resto de la comida se guardó en el refrigerador.	The rest of the food was stored in the refrigerator.
interesar	to interest	verb			me interesa, te interesa, le interesa, nos interesa, os interesa, les interesa	A mí me interesa aprender español.	I am interested in learning Spanish.
zona	area, zone	noun	feminine	zonas		La zona es muy bonita.	The area is very beautiful.
miedo	fear	noun	masculine	miedos		Tengo mucho miedo.	I have a lot of fear.
fuera	out, outside, away	adverb				Salimos fuera.	We go out.
proceso	process, procedure	noun	masculine	procesos		El proceso de aprendizaje es largo.	The learning process is long.
vivo	alive, bright	adjective				Mi abuelo es muy vivo.	My grandfather is very lively.
cerrar	to close	verb			cierro, cierras, cierra, cerramos, cerráis, cierran	Cierro la puerta antes de salir.	I close the door before leaving.
echar	to throw, cast	verb			echo, echas, echa, echamos, echáis, echan	Ella echa la basura a la papelera.	She throws the trash in the bin.
responder	to answer, respond	verb			respondo, respondes, responde, respondemos, respondéis, responden	Él responde a todas las preguntas.	He answers all the questions.
sufrir	to suffer, undergo	verb			sufro, sufres, sufre, sufrimos, sufrís, sufren	Él sufre mucho por la pérdida de su madre.	He suffers a lot from the loss of his mother.
completo	complete	adjective	masculine	completos		El vestido es completo.	The dress is complete.
minuto	minute	adjective				Tengo un minuto para hablar.	I have a minute to talk.
contrario	contrary, opposite	adjective				El contrario de la felicidad es la tristeza.	The opposite of happiness is sadness.
mesa	table, board	noun	feminine	mesas		La mesa está en la cocina.	The table is in the kitchen.
real	royal, real, authentic	adjective				El rey es muy real.	The king is very real.
ocasión	opportunity, occasion	noun	femenine	ocasiones		La ocasión es ideal para una fiesta.	The occasion is ideal for a party.
importar	to matter, import	verb			importo, importas, importa, importamos, importáis, importan	A mí me importa mucho la ecología.	I care a lot about ecology.
público	public	adjective				El público aplaudió el espectáculo.	The audience applauded the show.
obtener	to obtain	verb			obtengo, obtienes, obtiene, obtenemos, obtenéis, obtienen	Yo obtengo el premio.	I obtain the prize.
programa	program, plan	noun	masculine	programas		El programa es muy interesante.	The program is very interesting.
favor	favor, benefit	noun	masculine	favores		El favor que me hiciste fue muy grande.	The favor you did for me was very big.
lejos	far (away, off)	adverb				Él vive lejos de aquí.	He lives far from here.
siete	seven	numeral				Tengo siete hermanos.	I have seven siblings.
enorme	enormous, vast	adjective				El coche es enorme.	The car is huge.
respuesta	answer, reply	noun	feminine	respuestas		Ella da la respuesta correcta.	She gives the correct answer.
línea	line, course	noun	feminine	líneas		La línea del autobús está atascada.	The bus line is jammed.
espacio	space, room	noun	masculine	espacios		El espacio es limitado.	The space is limited.
nivel	level	noun	masculine	niveles		El nivel de la piscina es alto.	The level of the pool is high.
gobierno	government	noun	masculine	gobiernos		El gobierno es responsable de la seguridad de los ciudadanos.	The government is responsible for the safety of the citizens.
cabo	end, bit; llevar a c.: to carry out	noun	masculine	cabos		El cabo lleva la bandera.	The corporal carries the flag.
observar	to observe	verb			observo, observas, observa, observamos, observáis, observan	Observamos el paisaje desde la montaña.	We observe the landscape from the mountain.
indicar	to indicate	verb			indico, indicas, indica, indicamos, indicáis, indican	Ella indica la dirección correcta.	She indicates the correct direction.
alguien	somebody, someone, anyone	pronoun				Alguien me ayudará.	Someone will help me.
pregunta	question	noun	feminine	preguntas		¿Cuál es tu pregunta?	What is your question?
claro	of course, clearly	adjective				Es claro que no quiero ir.	It is clear that I don't want to go.
atrás	back, behind, ago	adverb				Él siempre va atrás de sus sueños.	He always goes after his dreams.
imagen	image, picture	noun	feminine	imágenes		La imagen es muy bonita.	The image is very pretty.
carrera	career, course, race	noun	feminine	carreras		La carrera de mi hermano fue muy exitosa.	My brother's race was very successful.
imaginar	to imagine	verb			imagino, imaginas, imagina, imaginamos, imagináis, imaginan	Yo imagino un mundo mejor.	I imagine a better world.
soler	to be accustomed to	verb			yo solía, tú solías, él/ella/usted solía, nosotros/as solíamos, vosotros/as solíais, ellos/ellas/ustedes solían	Suelo salir a correr por la mañana.	I usually go running in the morning.
ambos	both	adjective				Los dos hermanos tienen ambos una mochila.	Both brothers have a backpack each.
profundo	deep, profound	adjective				El mar es profundo.	The sea is deep.
detener	to stop, detain	verb			detengo, detienes, detiene, detenemos, detenéis, detienen	No detengas tu progreso.	Don't stop your progress.
desarrollar	to develop	verb			desarrollo, desarrollas, desarrolla, desarrollamos, desarrolláis, desarrollan	Los estudiantes desarrollan sus habilidades en clase.	The students develop their skills in class.
ocho	eight	numeral				Tengo ocho libros.	I have eight books.
señalar	to point (out), signal	verb			él/ella señala, nosotros/nosotras señalamos, ellos/ellas señalan	Ella señaló el lugar en el mapa.	She pointed to the place on the map.
elegir	to choose, elect	verb			elegir-elegimos, elegís, eligen	Ella elige una camisa roja.	She chooses a red shirt.
figura	figure	noun	feminine	figuras		La figura de la mujer es hermosa.	The figure of the woman is beautiful.
principal	main, principal	adjective				El principal objetivo de la empresa es el crecimiento.	The main goal of the company is growth.
animal	animal	noun	masculine	animales		Los animales son muy divertidos.	Animals are very fun.
base	base, basis	noun	feminine	bases		La base de la torre es muy fuerte.	The base of the tower is very strong.
preparar	to prepare	verb			preparo, preparas, prepara, preparamos, preparáis, preparan	Preparamos la cena para la fiesta.	We prepare the dinner for the party.
proponer	to propose	verb			propongo, propones, propone, proponemos, proponéis, proponen	Propongo una solución.	I propose a solution.
