pasado	past	adjective				El pasado fue mejor.	The past was better.
diario	newspaper	adjective				Mi diario es muy importante para mí.	My diary is very important to me.
azúl	blue	adjective				El cielo es azul.	The sky is blue.
mencionar	to mention, cite	verb			yo menciono, tú mencionas, él/ella menciona, nosotros/as mencionamos, vosotros/as mencionáis, ellos/ellas mencionan	Él mencionó su nombre en la reunión.	He mentioned his name in the meeting.
generación	generation	noun	femenine	generaciones		La generación actual es muy diferente.	The current generation is very different.
frío	cold	adjective	masculine			El día está muy frío.	The day is very cold.
visión	vision	noun	feminine	visiones		La visión de la empresa es clara.	The vision of the company is clear.
concreto	concrete, real	adjective				El edificio está hecho de concreto.	The building is made of concrete.
plantear	to propose, present	verb			planteo, planteas, plantea, planteamos, planteáis, plantean	Mi abogado me planteó una solución.	My lawyer presented me with a solution.
probar	to test, prove, try	verb			yo probo, tú pruebas, él/ella/usted prueba, nosotros probamos, vosotros probáis, ellos/ellas/ustedes prueban	Voy a probar un nuevo plato.	I'm going to try a new dish.
derecho	right, straight	adjective				Tengo una camisa de color derecho.	I have a shirt of the color right.
peligro	danger, menace	noun	masculine	peligros		El peligro acecha a los incautos.	Danger lurks for the unwary.
oro	gold	noun	masculine	ores		El oro es un metal precioso.	Gold is a precious metal.
justo	just	adjective				Es justo que todos reciban lo mismo.	It is fair that everyone receives the same.
manejar	to drive, handle	verb			yo manejo, tú manejas, él/ella maneja, nosotros/as manejamos, vosotros/as manejáis, ellos/ellas manejan	Manejo el coche todos los días.	I drive the car every day.
vino	wine	noun	masculine	vinos		El vino es una bebida muy popular.	Wine is a very popular drink.
unir	to unite, join (together)	verb			uniré, unirás, unirá, uniremos, uniréis, unirán	Uniremos todos los esfuerzos para lograr el objetivo.	We will unite all efforts to achieve the goal.
caminar	to walk	verb			yo caminó, tú caminas, él/ella camina, nosotros caminamos, vosotros camináis, ellos/ellas caminan	Él caminó por el parque.	He walked through the park.
coincidir	to coincide, agree	verb			coincido, coincides, coincide, coincidimos, coincidís, coinciden	Mis amigos y yo coincidimos en la opinión.	My friends and I agree on the opinion.
etapa	stage, period	noun	femenino	etapas		La etapa de la vida es muy importante.	The stage of life is very important.
sencillo	simple, plain, easy	adjective				Es una tarea sencilla.	It is a simple task.
silencio	silence	noun	masculine	silencios		El silencio es una bendición.	Silence is a blessing.
salvo	except (for), but	adjective				Todos estamos salvo.	We are all safe.
llenar	to fill	verb			yo lleno, tú llenas, él/ella/usted llena, nosotros/as llenamos, vosotros/as llenáis, ellos/ellas/ustedes llenan	Ella llenó el vaso con agua.	She filled the glass with water.
dominar	to dominate, master	verb			yo domino, tú dominas, él/ella domina, nosotros/as dominamos, vosotros/as domináis, ellos/ellas dominan	Los estudiantes dominan el tema.	The students master the topic.
determinado	determined, fixed	adjective				Ella tiene una determinación fuerte.	She has a strong determination.
