presente	present	adjective				Los regalos de Navidad son siempre presentes.	The Christmas gifts are always presents.
definitivo	definitive, conclusive	adjective				La decisión definitiva fue tomada por el juez.	The definitive decision was taken by the judge.
revista	magazine, journal	noun	feminine	revistas		Leo una revista todos los días.	I read a magazine every day.
esperanza	hope	noun	feminine	esperanzas		Esperanza es una virtud que todos deberíamos tener.	Hope is a virtue that we all should have.
máquina	machine	noun	feminine	máquinas		La máquina está en la esquina.	The machine is in the corner.
contemplar	to contemplate	verb			contemplo, contemplas, contempla, contemplamos, contempláis, contemplan	Él contempla el paisaje.	He contemplates the landscape.
recorrer	to travel, cover (distance)	verb			recorro, recorres, recorre, recorremos, recorréis, recorren	Vamos a recorrer la ciudad.	We are going to explore the city.
frase	phrase	noun	femenino	frases		La frase es interesante.	The phrase is interesting.
perfecto	perfect	adjective				Es perfecto para mi.	It is perfect for me.
sala	room, hall	noun	feminine	salas		La sala está llena de gente.	The room is full of people.
durar	to last	verb			durar-o, durar-es, durar-a, durar-emos, durar-éis, durar-án	La comida dura mucho tiempo en el refrigerador.	The food lasts a long time in the refrigerator.
instrumento	instrument	noun	masculine	instrumentos		El músico toca el instrumento con destreza.	The musician plays the instrument skillfully.
aquello pron	over there (n)	pronoun				Aquello es muy interesante.	That is very interesting.
defensa	defense, plea	noun	feminine	defensas		La defensa de la ciudad fue exitosa.	The defense of the city was successful.
director	director, manager, principal	noun	masculine	directores		El director de la escuela es muy amable.	The director of the school is very kind.
retirar	to take away, retire	verb			retiraré, retirarás, retirará, retiraremos, retiraréis, retirarán	Voy a retirar el dinero de mi cuenta.	I'm going to withdraw the money from my account.
explicación	explanation	noun	feminine	explicaciones		La explicación fue muy clara.	The explanation was very clear.
artículo	article, product, item	noun	masculine	artículos		Los artículos son importantes para la comprensión de un texto.	Articles are important for understanding a text.
debajo	underneath, below	adverb				Él está debajo de la mesa.	He is under the table.
permanecer	to stay, remain	verb			permanecemos, permaneces, permanece	Ellos permanecen en la casa.	They remain in the house.
asistir	to attend	verb			yo asisto, tú asistes, él/ella/usted asiste, nosotros/as asistimos, vosotros/as asistís, ellos/ellas/ustedes asisten	Voy a asistir a la clase de español.	I'm going to attend the Spanish class.
doce	twelve	adjective				Tengo doce años.	I am twelve years old.
radio	radio; set (m), communication (f)	noun	masculine	radios		Escucho la radio todos los días.	I listen to the radio every day.
organizar	to organize	verb			organizo, organizas, organiza, organizamos, organizáis, organizan	Mis amigos y yo organizamos una fiesta.	My friends and I organized a party.
película	movie, film	noun	feminine	películas		La película es muy interesante.	The movie is very interesting.
elección	election, choice	noun	feminine	elecciones		La elección de la nueva presidenta fue unánime.	The election of the new president was unanimous.
visita	visit, visitor, guest	noun	feminine	visitas		La visita fue muy agradable.	The visit was very pleasant.
contener	to contain	verb			contengo, contienes, contiene, contenemos, contenéis, contienen	El contenedor contiene muchas cosas.	The container contains many things.
apoyo	support, backing	verb			yo apoyo, tú apoyas, él/ella/usted apoya, nosotros/as apoyamos, vosotros/as apoyáis, ellos/ellas/ustedes apoyan	Los estudiantes se apoyan entre sí.	The students support each other.
presidente	president	noun	masculine	presidentes		El presidente es el líder de la nación.	The president is the leader of the nation.
arma	weapon	noun	feminine	armas		El soldado lleva un arma.	The soldier carries a weapon.
árbol	tree	noun	masculine	árboles		Los árboles son verdes.	The trees are green.
visitar	to visit	verb			visito, visitas, visita, visitamos, visitáis, visitan	Vamos a visitar el museo.	We are going to visit the museum.
informar	to inform	verb			informo, informas, informa, informamos, informáis, informan	Los estudiantes informan a sus profesores de sus progresos.	The students inform their teachers of their progress.
encuentro	meeting, game, skirmish	verb			encuentro, encuentras, encuentra, encontramos, encontráis, encuentran	Encontramos un encuentro interesante.	We found an interesting encounter.
parecido	similar	adjective				Todos los gatos tienen algo parecido.	All cats have something similar.
corriente	current, flow	adjective				La corriente del río es muy fuerte.	The current of the river is very strong.
lectura	reading	noun	feminine	lecturas		Leo la lectura cada mañana.	I read the reading every morning.
existencia	existence, life	noun	feminine	existencias		La existencia es una cosa preciosa.	Existence is a precious thing.
lenguaje	language, speech	noun	masculine	lenguajes		El lenguaje es una herramienta para comunicarse.	Language is a tool for communication.
enviar	to send	verb			envío, envías, envía, enviamos, envían	Envío una carta a mi amigo.	I send a letter to my friend.
aun	even (though), still	adverb				Aun así, no me gusta.	Even so, I don't like it.
destino	destination, destiny	noun	masculine	destinos		El destino nos lleva a diferentes lugares.	Destiny takes us to different places.
educación	education	noun	feminine	educaciones		La educación es importante para el desarrollo de una persona.	Education is important for the development of a person.
cuidar	to take care of	verb			cuido, cuidas, cuida, cuidamos, cuidáis, cuidan	Él cuida a sus hermanos.	He takes care of his brothers.
intervenir	to intervene	verb			intervengo, intervenimos, intervenís, intervienen	Los vecinos intervienen para ayudar a los niños.	The neighbors intervene to help the children.
operación	operation	noun	feminine	operaciones		La operación fue exitosa.	The operation was successful.
raro	strange, rare, scarce	adjective				Es una persona muy rara.	It's a very strange person.
perfectamente	perfectly	adverb				Ella habla perfectamente.	She speaks perfectly.
extender	to extend, spread	verb			extiende, extiendes, extiende, extendemos, extendéis, extienden	El profesor extiende la clase.	The professor extends the class.
comprobar	to verify, prove	verb			compruebo, compruebas, comprueba, comprobamos, comprobais, comprueban	Ella comprobará el resultado.	She will check the result.
nota	note, grade	noun	feminine	notas		La nota es muy importante.	The note is very important.
particular	particular, peculiar	adjective				Este particular libro es muy interesante.	This particular book is very interesting.
ése	that one (m), [ésa (f)]	adjective				Ese libro es muy interesante.	That book is very interesting.
militar	military	adjective				Los militares están preparados para la guerra.	The military are prepared for war.
dormir	to sleep	verb			yo duermo, tú duermes, él/ella/usted duerme, nosotros/as dormimos, vosotros/as dormís, ellos/ellas/ustedes duermen	Yo duermo mucho los fines de semana.	I sleep a lot on the weekends.
unido	united	adjective				Los países unidos se esfuerzan por la paz.	The united countries strive for peace.
discutir	to argue, discuss	verb			discutiré, discutirás, discutirá, discutiremos, discutiréis, discutirán	Vamos a discutir el tema.	We are going to discuss the topic.
extraordinario	extraordinary, exceptional	adjective				Este libro es extraordinario.	This book is extraordinary.
teatro	theater, drama	noun	masculine	teatros		Voy al teatro con mis amigos.	I'm going to the theater with my friends.
enfrentar	to confront, face	verb			yo enfrento, tú enfrentas, él/ella/usted enfrenta, nosotros/as enfrentamos, vosotros/as enfrentáis, ellos/ellas/ustedes enfrentan	Vamos a enfrentar el problema juntos.	We are going to face the problem together.
recién	recently, just	adverb				Recién he llegado a casa.	I have just arrived home.
negocio	business, transaction	noun	masculine	negocios		El negocio está prosperando.	The business is prospering.
letra	letter, handwriting, lyrics	noun	femina	letras		La letra de la canción es muy bonita.	The letter of the song is very beautiful.
peor	worse	adjective				Es peor de lo que pensaba.	It's worse than I thought.
sentimiento	feeling, sentiment	noun	masculine	sentimientos		Los sentimientos son importantes para una buena relación.	Feelings are important for a good relationship.
conducir	to lead, drive	verb			conduzco, conduces, conduce, conducimos, conducís, conducen	Ella conduce un coche rojo.	She drives a red car.
completamente	completely	adverb				Completamente seguro de su decisión.	Completely sure of his decision.
firmar	to sign	verb			firmo, firmas, firma, firmamos, firmáis, firman	Firmamos el contrato.	We sign the contract.
solución	solution, answer	noun	feminine	soluciones		La solución a este problema es sencilla.	The solution to this problem is simple.
mío	mine	adjective				Este libro es mío.	This book is mine.
comida	food, meal	noun	feminine	comidas		Mi familia disfruta de la comida cada día.	My family enjoys the food every day.
impresión	impression, printing	noun	femenine	impresiones		La impresión que tengo es que no me gusta.	The impression I have is that I don't like it.
plano	plane, map, level	adjective				El plano es muy detallado.	The plan is very detailed.
intención	intention	noun	femenino	intenciones		La intención de mi amigo es viajar a España.	The intention of my friend is to travel to Spain.
ritmo	rhythm	noun	masculine	ritmos		El ritmo de la música es muy alegre.	The rhythm of the music is very cheerful.
verde	green	adjective				El cielo está verde.	The sky is green.
exacto	exact, faithful, true	adjective				Es exacto lo que dice.	It is exact what he says.
respetar	to respect	verb			respeto, respetas, respeta, respetamos, respetáis, respetan	Todos debemos respetar a los demás.	We all must respect each other.
banco	(financial) bank, bench	noun	masculine	bancos		El banco está cerca de la tienda.	The bank is close to the store.
inmediatamente	immediately	adverb				Inmediatamente salió de la habitación.	He immediately left the room.
