el	the	article	masculine	los		El niño corre por el parque.	The boy runs through the park.
la	the	article	feminine	las		La niña come una manzana.	The girl is eating an apple.
de	of, from	preposition				Voy de aquí a allá.	I go from here to there.
que	that, which	conjunction				¿Qué quieres hacer?	What do you want to do?
y	and	conjunction				Y yo salí corriendo.	And I ran out.
a	to, at	preposition				Aquí está a.	Here is a.
en	in, on	preposition				En la escuela hay muchos niños.	In the school there are many children.
un	a, an	adjective	masculine			Un niño corre por el parque.	A boy runs through the park.
ser	to be (norm)	verb			soy, eres, es, somos, sois, son	Yo soy un profesor.	I am a teacher.
se	[reflexive marker]	pronoun				Se ve bien.	It looks good.
no	no	adverb				No salgas sin tu paraguas.	Don't go out without your umbrella.
haber	to have (+Ved)	verb			yo he, tú has, él/ella ha, nosotros/as hemos, vosotros/as habéis, ellos/ellas han	Había una vez una princesa.	Once upon a time there was a princess.
por	by, for, through	preposition				Voy por la calle.	I'm going down the street.
con	with	preposition				Conozco a una persona muy interesante.	I know a very interesting person.
su	his/her/their/your (-fam)	adjective				Su casa es muy bonita.	His/Her house is very pretty.
para	for, to, in order to	preposition				Ella usa un paraguas para la lluvia.	She uses an umbrella for the rain.
como	like, as	conjunction				Como tú quieras.	As you wish.
estar	to be (location, change from norm)	verb			estoy, estás, está, estamos, estáis, están	Estoy aquí para estar contigo.	I'm here to be with you.
tener	to have	verb			tienes, tiene, tenemos, tienen	Tengo que tener cuidado.	I have to be careful.
le	[3rd person] (indirect obj)	preposition				Le dije que no.	I told him/her/it no.
lo	the (+ neuter)	adverb				Lo veo todos los días.	I see it every day.
lo	[3rd person] (direct obj-m)	adverb				Lo uso para todo.	I use it for everything.
todo	all, every	adjective				Todo el mundo está aquí.	Everyone is here.
pero	but, yet, except	conjunction				No puedo ir al cine, pero quiero ver la película.	I can't go to the movies, but I want to watch the movie.
más	more	adverb				Él siempre trabaja más.	He always works more.
hacer	to do, make	verb			hago, haces, hace, hacemos, hacéis, hacen	Hago mi tarea todos los días.	I do my homework every day.
o	or	preposition				Oigo tu voz.	I hear your voice.
