algo	something, somewhat	adverb				Algo me dice que esto no va a salir bien.	Something tells me this isn't going to go well.
sólo	only, just	adjective				Sólo tengo una pregunta.	I only have one question.
pues	then, well then	conjunction				Pues, ¡vamos a la playa!	Well, let's go to the beach!
llamar	to call, name	verb			llamo, llamas, llama, llamamos, llamáis, llaman	Él llama a su madre todos los días.	He calls his mother every day.
venir	to come	verb			vienes, viene, venimos, venís, vienen	Vengo a la fiesta.	I come to the party.
pensar	to think	verb			pienso, piensas, piensa, pensamos, pensáis, piensan	Pienso mucho antes de actuar.	I think a lot before acting.
aquel	that (over there)	adjective				Ese libro es aquel que me regalaste.	That book is the one you gave me as a gift.
momento	moment, time	noun	masculine	momentos		El momento es ahora.	The moment is now.
sino	but, except, rather	conjunction				No hay nada que hacer, sino esperar.	There is nothing to do but wait.
esto	this (n)	pronoun				Esto es muy interesante.	This is very interesting.
salir	to leave, go out	verb			salgo, sales, sale, salimos, salís, salen	Salgo a la calle todos los días.	I go out to the street every day.
volver	to return, to V again	verb			vuelvo, vuelves, vuelve, volvemos, volvéis, vuelven	Vuelvo a casa cada día.	I go back home every day.
forma	form, shape, way	noun	feminine	formas		La forma de la mesa es cuadrada.	The shape of the table is square.
antes	before	adverb				Antes de salir, me aseguré de cerrar la puerta.	Before leaving, I made sure to close the door.
bueno	good	adjective				Es bueno para la salud.	It is good for health.
casa	house	noun	feminine	casas		La casa está limpia.	The house is clean.
aunque	although, even though	conjunction				Aunque está cansado, sigue trabajando.	Although he is tired, he continues working.
mundo	world	noun	masculine	mundos		El mundo es un lugar maravilloso.	The world is a wonderful place.
tres	three	numeral				Tengo tres libros.	I have three books.
tal	such (a)	adjective				Ella es tal como yo.	She is just like me.
mejor	best, better (adv)	adjective				Es mejor que vayamos ahora.	It is better that we go now.
tomar	to take, drink	verb			tomo, tomas, toma, tomamos, tomáis, toman	Tomamos un café cada mañana.	We take a coffee every morning.
cierto	certain, sure, true	adjective				Es cierto que el sol sale por el este.	It is certain that the sun rises in the east.
conocer	to know (someone or place)	verb			conozco, conoces, conoce, conocemos, conocéis, conocen	Yo conozco a mi mejor amigo.	I know my best friend.
hacia	toward, towards	preposition				Voy hacia la playa.	I'm going to the beach.
cómo	how?	adverb				¿Cómo estás?	How are you?
mujer	woman, wife	noun	feminine	mujeres		La mujer es inteligente.	The woman is intelligent.
vivir	to live	verb			vivo, vives, vive, vivimos, vivís, viven	Ella vive en la ciudad.	She lives in the city.
aquí	here	adverb				Aquí estamos todos.	We are all here.
caso	case, occasion	noun	masculine	casos		El caso es complicado.	The case is complicated.
sentir	to feel, regret	verb			siento, sientes, siente, sentimos, sentís, sienten	Yo siento mucho por ti.	I feel very sorry for you.
luego	later, afterwards	adverb				Voy a llegar luego.	I'm going to arrive soon.
país	country	noun	masculine	países		El país es muy grande.	The country is very big.
tratar	to try, treat, deal with	verb			trato, tratas, trata, tratamos, tratáis, tratan	Trato de tratar el problema.	I try to deal with the problem.
lugar	place, position	noun	masculine	lugares		El lugar es muy bonito.	The place is very nice.
te	you (obj/+fam)	verb			yo tú él/ella/usted nosotros/-as vosotros/-as ellos/ellas/ustedes	Te quiero mucho.	I love you very much.
persona	person	noun	feminine	personas		La persona es muy amable.	The person is very kind.
mayor	larger, older, main	adjective				El alcalde es mayor que el policía.	The mayor is older than the policeman.
último	last, final	adjective				Es el último día del año.	It is the last day of the year.
propio	own, proper, typical	adjective				Es una casa propia.	It is a house of his/her own.
quien	who, whom	pronoun			quien, quienes	¿Quién viene a la fiesta?	Who is coming to the party?
mirar	to look, watch	verb			él/ella mira, tú miras, nosotros/nosotras miramos, vosotros/vosotras miráis, ellos/ellas miran	Ella mira el cielo.	She looks at the sky.
hora	hour, time (specific)	noun	feminine	horas		La hora es exacta.	The time is exact.
ninguno	no, none, nobody (pron)	adjective				Ninguno de nosotros quiere ir.	None of us want to go.
trabajo	work, job, effort	noun	masculine	trabajos		El trabajo es muy importante para mi.	The work is very important to me.
casi	almost, nearly	adverb				Casi nunca salgo a la calle.	I almost never go out.
punto	point, dot, period	noun	masculine	puntos		El punto es una parte importante de la oración.	The point is an important part of the sentence.
durante	during, for (time)	preposition				Durante el verano, nos quedamos en casa.	During the summer, we stayed at home.
cualquier	any, anyone (pron)	adjective				Cualquier persona puede hacerlo.	Anyone can do it.
mano	hand	noun	feminine	manos		La mano de mi hermano es muy suave.	My brother's hand is very soft.
nunca	never, ever	adverb				Nunca salgo de casa sin mi paraguas.	I never leave home without my umbrella.
manera	way, manner	noun	feminine	maneras		La manera en que lo hizo fue muy inteligente.	The way in which he did it was very intelligent.
cual	which, who, whom	adjective				¿Cual es tu nombre?	Which is your name?
